PLAYER_NAME,PRIMARY_TEAM,AGE,SEASON,POINTS,CORSI_PCT,TOI_PER_GAME,PPG,XG_PER_GAME
Kristian Vesalainen,WPG,22,20212022,3,0.460,8.67,0.057,0.058
Brett Leason,WSH,22,20212022,6,0.520,8.96,0.167,0.083
Devin Shore,EDM,27,20212022,11,0.450,9.56,0.224,0.083
Jordan Eberle,SEA,31,20212022,44,0.570,17.95,0.557,0.258
Jack Roslovic,CBJ,24,20212022,45,0.500,14.28,0.556,0.147
Morgan Barron,WPG,22,20212022,5,0.430,9.80,0.185,0.102
Jack Hughes,NJD,20,20212022,56,0.580,19.57,1.143,0.371
Evgenii Dadonov,VGK,32,20212022,43,0.580,15.82,0.551,0.238
Brock Nelson,NYI,29,20212022,59,0.520,17.67,0.819,0.275
Kevin Rooney,NYR,28,20212022,12,0.330,13.85,0.197,0.116
Chris Kreider,NYR,30,20212022,77,0.550,18.73,0.951,0.480
Alex Chiasson,VAN,30,20212022,22,0.570,11.60,0.328,0.200
Ryan Carpenter,CGY,30,20212022,12,0.420,12.58,0.179,0.101
Pavel Buchnevich,STL,26,20212022,76,0.530,18.30,1.041,0.305
Mika Zibanejad,NYR,28,20212022,81,0.530,19.63,1.000,0.353
Ondrej Kase,TOR,25,20212022,27,0.510,13.99,0.540,0.274
Austin Czarnik,SEA,28,20212022,7,0.540,10.90,0.412,0.076
Luke Glendening,DAL,32,20212022,16,0.390,14.12,0.195,0.186
Patrick Kane,CHI,32,20212022,92,0.560,21.82,1.179,0.273
Kyle Palmieri,NYI,30,20212022,33,0.500,15.62,0.478,0.261
Josh Anderson,MTL,27,20212022,32,0.510,17.23,0.464,0.271
Jordan Greenway,MIN,24,20212022,27,0.470,14.56,0.435,0.232
Adam Henrique,ANA,31,20212022,42,0.550,17.42,0.724,0.337
Quinton Byfield,LAK,19,20212022,10,0.510,12.16,0.250,0.139
Jonathan Dahlen,SJS,23,20212022,22,0.520,13.79,0.361,0.226
Vladimir Tarasenko,STL,29,20212022,82,0.530,16.91,1.093,0.337
Kyle Clifford,TOR,30,20212022,4,0.490,8.80,0.160,0.085
Rickard Rakell,PIT,28,20212022,41,0.560,17.99,0.586,0.254
Milan Lucic,CGY,33,20212022,21,0.560,12.26,0.256,0.142
Adam Lowry,WPG,28,20212022,21,0.440,15.48,0.266,0.232
Michael Bunting,TOR,25,20212022,63,0.600,15.54,0.797,0.318
Marcus Johansson,WSH,30,20212022,29,0.570,16.13,0.420,0.187
Chris Tierney,OTT,27,20212022,18,0.510,12.41,0.257,0.134
Garnet Hathaway,WSH,29,20212022,26,0.480,13.39,0.342,0.190
Tim Stützle,OTT,19,20212022,58,0.570,18.41,0.734,0.329
Sam Gagner,DET,32,20212022,31,0.410,13.62,0.383,0.143
Jason Spezza,TOR,38,20212022,25,0.560,10.75,0.352,0.156
Mark Stone,VGK,29,20212022,30,0.550,18.34,0.811,0.298
Nils Hoglander,VAN,20,20212022,18,0.550,13.11,0.300,0.235
Aleksander Barkov,FLA,26,20212022,88,0.600,20.30,1.313,0.428
Pierre-Edouard Bellemare,TBL,36,20212022,20,0.410,13.76,0.250,0.113
Denis Gurianov,DAL,24,20212022,31,0.520,14.19,0.425,0.189
Nazem Kadri,COL,30,20212022,87,0.630,19.24,1.225,0.414
Matt Boldy,MIN,20,20212022,39,0.570,15.38,0.830,0.181
Claude Giroux,FLA,33,20212022,65,0.600,19.05,0.867,0.233
Connor McMichael,WSH,20,20212022,18,0.520,10.47,0.265,0.169
Jake Leschyshyn,VGK,22,20212022,6,0.380,11.30,0.146,0.088
Mats Zuccarello,MIN,34,20212022,79,0.590,18.59,1.129,0.212
Jay Beagle,UTA,35,20212022,2,0.350,13.79,0.061,0.072
Tyler Benson,EDM,23,20212022,2,0.530,8.54,0.069,0.038
Riley Nash,UTA,32,20212022,4,0.390,11.43,0.082,0.091
Joel Kiviranta,DAL,25,20212022,7,0.500,9.52,0.125,0.103
Matthew Highmore,VAN,25,20212022,12,0.410,12.70,0.261,0.141
Brett Ritchie,CGY,28,20212022,4,0.560,9.72,0.098,0.119
Bo Horvat,VAN,26,20212022,52,0.560,19.49,0.743,0.368
Sonny Milano,ANA,25,20212022,34,0.570,15.28,0.515,0.195
Joseph Veleno,DET,21,20212022,15,0.450,13.21,0.227,0.105
Cole Sillinger,CBJ,18,20212022,31,0.480,13.70,0.392,0.202
Travis Konecny,PHI,24,20212022,52,0.560,17.61,0.658,0.297
Brandon Duhaime,MIN,24,20212022,17,0.470,10.22,0.213,0.107
Boris Katchouk,CHI,23,20212022,7,0.460,9.92,0.119,0.104
Taylor Hall,BOS,29,20212022,61,0.610,16.41,0.753,0.254
Eetu Luostarinen,FLA,23,20212022,26,0.490,13.44,0.333,0.131
Sean Couturier,PHI,28,20212022,17,0.560,20.39,0.586,0.316
Trevor Lewis,CGY,34,20212022,16,0.460,12.83,0.200,0.122
Drake Caggiula,BUF,27,20212022,5,0.440,14.64,0.278,0.109
Kevin Fiala,MIN,25,20212022,85,0.560,17.65,1.037,0.345
Alex Barré-Boulet,TBL,24,20212022,6,0.480,11.00,0.375,0.119
Scott Reedy,SJS,22,20212022,9,0.440,11.19,0.257,0.164
Calle Jarnkrok,CGY,29,20212022,30,0.530,16.04,0.455,0.178
Paul Stastny,WPG,35,20212022,45,0.530,17.78,0.634,0.309
Gustav Nyquist,CBJ,32,20212022,53,0.480,17.84,0.646,0.212
Dillon Dube,CGY,23,20212022,32,0.550,12.84,0.405,0.194
Brendan Perlini,EDM,25,20212022,5,0.450,8.37,0.217,0.089
Alexandre Texier,CBJ,22,20212022,20,0.440,14.61,0.556,0.236
Barrett Hayton,UTA,21,20212022,24,0.460,16.12,0.400,0.182
Jimmy Vesey,NJD,28,20212022,15,0.470,14.42,0.221,0.183
Logan Brown,STL,23,20212022,11,0.470,10.19,0.282,0.138
Jordan Martinook,CAR,29,20212022,15,0.580,11.20,0.254,0.135
William Carrier,VGK,26,20212022,20,0.560,11.62,0.317,0.253
Tomas Tatar,NJD,30,20212022,30,0.550,14.83,0.395,0.218
Robby Fabbri,DET,25,20212022,30,0.540,17.33,0.536,0.268
Ross Johnston,NYI,27,20212022,7,0.410,10.27,0.219,0.043
Joel Armia,MTL,28,20212022,14,0.470,13.72,0.233,0.169
Oskar Steen,BOS,23,20212022,6,0.530,11.07,0.300,0.102
Vincent Trocheck,CAR,28,20212022,51,0.590,17.87,0.630,0.310
Patrik Laine,CBJ,23,20212022,56,0.530,18.83,1.000,0.314
Michael Carcone,UTA,25,20212022,6,0.490,12.31,0.286,0.197
Nathan Walker,STL,27,20212022,12,0.460,11.54,0.400,0.154
Kyle Connor,WPG,24,20212022,93,0.540,21.78,1.177,0.445
Philipp Kurashev,CHI,21,20212022,21,0.470,12.85,0.313,0.110
Martin Necas,CAR,22,20212022,40,0.560,16.19,0.513,0.181
Charlie Coyle,BOS,29,20212022,44,0.520,17.41,0.537,0.228
Jason Dickinson,VAN,26,20212022,11,0.430,13.04,0.177,0.118
Adrian Kempe,LAK,25,20212022,54,0.570,18.58,0.692,0.388
Tom Wilson,WSH,27,20212022,52,0.540,18.58,0.667,0.249
Radim Zohorna,PIT,25,20212022,6,0.590,10.33,0.353,0.104
Tage Thompson,BUF,23,20212022,68,0.540,17.88,0.872,0.334
Rem Pitlick,MTL,24,20212022,37,0.450,14.74,0.561,0.149
Joonas Donskoi,SEA,29,20212022,22,0.470,14.84,0.293,0.136
Logan Couture,SJS,32,20212022,56,0.500,18.93,0.727,0.302
Mattias Janmark,VGK,28,20212022,25,0.460,14.34,0.373,0.160
William Nylander,TOR,25,20212022,80,0.600,18.27,0.988,0.348
Philip Tomasino,NSH,20,20212022,32,0.550,11.54,0.421,0.186
Nicolas Roy,VGK,24,20212022,39,0.540,16.26,0.500,0.280
Mikael Backlund,CGY,32,20212022,39,0.550,17.12,0.476,0.229
Zachary Sanford,WPG,26,20212022,21,0.470,14.30,0.263,0.169
Mason Geertsen,NJD,26,20212022,0,0.440,6.96,0.000,0.039
Greg McKegg,NYR,29,20212022,5,0.350,10.87,0.116,0.073
Mitch Marner,TOR,24,20212022,97,0.600,20.88,1.347,0.368
Steven Stamkos,TBL,31,20212022,106,0.580,18.48,1.309,0.330
Alex Killorn,TBL,32,20212022,59,0.540,18.70,0.720,0.282
Colin White,OTT,24,20212022,10,0.620,15.34,0.417,0.248
Artturi Lehkonen,COL,26,20212022,38,0.490,15.10,0.514,0.263
Mathieu Joseph,OTT,24,20212022,30,0.470,14.20,0.435,0.165
Max Pacioretty,VGK,32,20212022,37,0.600,17.38,0.949,0.386
Ryan Strome,NYR,28,20212022,54,0.560,18.33,0.730,0.233
Jeffrey Viel,SJS,24,20212022,5,0.440,8.80,0.147,0.101
Max Willman,PHI,26,20212022,6,0.410,11.77,0.146,0.112
Darren Helm,COL,34,20212022,15,0.420,10.55,0.221,0.138
Sasha Chmelevski,SJS,22,20212022,8,0.480,13.18,0.421,0.127
Daniel Sprong,SEA,24,20212022,20,0.540,12.99,0.317,0.222
Andreas Athanasiou,LAK,27,20212022,17,0.540,15.23,0.607,0.360
Noah Gregor,SJS,23,20212022,23,0.470,14.94,0.365,0.228
Jayson Megna,COL,31,20212022,3,0.450,10.31,0.150,0.097
Tyler Bertuzzi,DET,26,20212022,62,0.540,19.88,0.912,0.390
Jakub Voracek,CBJ,32,20212022,62,0.550,17.46,0.785,0.151
Alexander Wennberg,SEA,26,20212022,37,0.530,17.85,0.463,0.118
Kevin Hayes,PHI,29,20212022,31,0.490,17.92,0.646,0.195
Patrice Bergeron,BOS,36,20212022,65,0.640,18.17,0.890,0.432
Adam Brooks,WPG,25,20212022,3,0.450,8.95,0.120,0.065
Evgeni Malkin,PIT,35,20212022,42,0.620,18.33,1.024,0.357
Alex Newhook,COL,20,20212022,33,0.520,13.56,0.465,0.153
Riley Sheahan,SEA,29,20212022,17,0.430,12.04,0.246,0.095
Nick Paul,TBL,26,20212022,32,0.450,16.51,0.400,0.234
Filip Chytil,NYR,22,20212022,22,0.530,13.18,0.328,0.216
Joel Eriksson Ek,MIN,24,20212022,49,0.540,18.58,0.636,0.357
Sam Lafferty,CHI,26,20212022,13,0.380,13.57,0.232,0.144
Kurtis MacDermid,COL,27,20212022,5,0.510,7.40,0.086,0.046
Connor McDavid,EDM,24,20212022,123,0.620,22.07,1.538,0.531
Corey Perry,TBL,36,20212022,40,0.560,13.52,0.488,0.306
Conor Garland,VAN,25,20212022,52,0.570,16.39,0.675,0.240
Reilly Smith,VGK,30,20212022,38,0.550,17.78,0.679,0.334
Derick Brassard,EDM,33,20212022,19,0.520,12.91,0.413,0.136
Jakub Vrana,DET,25,20212022,19,0.530,14.93,0.731,0.228
Nikita Kucherov,TBL,28,20212022,69,0.600,19.98,1.468,0.350
Steven Lorentz,CAR,25,20212022,13,0.540,10.89,0.194,0.166
Isac Lundeström,ANA,21,20212022,29,0.400,15.49,0.363,0.146
Taylor Raddysh,CHI,23,20212022,22,0.500,12.34,0.297,0.189
James Neal,STL,34,20212022,4,0.560,11.96,0.211,0.129
Austin Watson,OTT,29,20212022,16,0.390,11.99,0.239,0.132
Maxim Mamin,FLA,26,20212022,14,0.540,11.90,0.350,0.198
Cedric Paquette,MTL,28,20212022,2,0.370,8.86,0.083,0.053
Arttu Ruotsalainen,BUF,23,20212022,4,0.470,11.89,0.222,0.106
Evgeny Svechnikov,WPG,24,20212022,19,0.480,10.76,0.264,0.107
Gabriel Vilardi,LAK,22,20212022,7,0.500,13.51,0.280,0.166
Elias Pettersson,VAN,22,20212022,68,0.590,18.60,0.850,0.298
Alexey Toropchenko,STL,22,20212022,2,0.420,10.72,0.071,0.165
Kaapo Kakko,NYR,20,20212022,18,0.520,15.45,0.419,0.197
Vladislav Namestnikov,DAL,28,20212022,30,0.440,14.65,0.400,0.193
Trent Frederic,BOS,23,20212022,18,0.480,11.65,0.300,0.180
Carter Verhaeghe,FLA,26,20212022,55,0.600,16.03,0.705,0.271
Christian Dvorak,MTL,25,20212022,33,0.460,17.38,0.589,0.212
Anders Bjork,BUF,25,20212022,8,0.410,12.04,0.138,0.070
Justin Dowling,VAN,30,20212022,4,0.480,9.59,0.182,0.096
Tyson Jost,MIN,23,20212022,20,0.420,12.82,0.250,0.112
Lawson Crouse,UTA,24,20212022,34,0.450,17.43,0.523,0.230
Nico Sturm,COL,26,20212022,20,0.440,11.90,0.270,0.147
Jordan Kyrou,STL,23,20212022,75,0.520,16.58,1.014,0.231
Alex Ovechkin,WSH,35,20212022,90,0.590,20.57,1.169,0.472
Austin Poganski,WPG,25,20212022,0,0.440,9.32,0.000,0.069
Craig Smith,BOS,32,20212022,36,0.580,14.42,0.486,0.213
Ryan Donato,SEA,25,20212022,31,0.540,13.79,0.419,0.235
Elias Lindholm,CGY,26,20212022,82,0.580,19.94,1.000,0.336
Oskar Sundqvist,DET,27,20212022,23,0.380,14.00,0.390,0.133
Joe Thornton,FLA,42,20212022,10,0.570,11.14,0.294,0.118
Anthony Duclair,FLA,26,20212022,58,0.600,15.02,0.784,0.310
Colin Blackwell,TOR,28,20212022,20,0.480,11.93,0.345,0.133
Anders Lee,NYI,31,20212022,46,0.540,16.63,0.605,0.317
Mason Marchment,FLA,26,20212022,47,0.620,14.12,0.870,0.335
Nick Ritchie,UTA,25,20212022,23,0.540,12.70,0.404,0.204
Nico Hischier,NJD,22,20212022,60,0.540,19.34,0.857,0.291
T.J. Oshie,WSH,34,20212022,25,0.560,17.45,0.568,0.265
Dylan Strome,CHI,24,20212022,48,0.540,17.44,0.696,0.224
Matt Luff,NSH,24,20212022,6,0.470,9.41,0.261,0.108
Mark Kastelic,OTT,22,20212022,4,0.420,9.18,0.250,0.091
Jonathan Toews,CHI,33,20212022,37,0.500,17.48,0.521,0.185
Yegor Sharangovich,NJD,23,20212022,46,0.520,16.51,0.605,0.251
Blake Lizotte,LAK,23,20212022,24,0.540,12.16,0.343,0.139
Patrick Maroon,TBL,33,20212022,27,0.540,12.40,0.333,0.159
Connor Brown,OTT,27,20212022,39,0.500,20.06,0.609,0.235
Kasperi Kapanen,PIT,25,20212022,32,0.560,14.53,0.405,0.141
Troy Terry,ANA,24,20212022,67,0.540,18.24,0.893,0.330
Jason Robertson,DAL,22,20212022,79,0.600,18.11,1.068,0.407
Marcus Foligno,MIN,30,20212022,42,0.500,16.41,0.568,0.239
Warren Foegele,EDM,25,20212022,26,0.550,12.61,0.317,0.212
J.T. Miller,VAN,28,20212022,99,0.550,21.06,1.238,0.360
Cal Clutterbuck,NYI,33,20212022,15,0.400,14.04,0.254,0.118
Oliver Bjorkstrand,CBJ,26,20212022,57,0.570,17.95,0.713,0.348
Antoine Roussel,UTA,31,20212022,8,0.380,12.14,0.151,0.131
Vasily Podkolzin,VAN,20,20212022,26,0.510,12.79,0.329,0.141
Yakov Trenin,NSH,24,20212022,24,0.450,14.67,0.300,0.212
Phil Kessel,UTA,33,20212022,52,0.510,16.68,0.634,0.196
Roope Hintz,DAL,24,20212022,72,0.570,18.04,0.900,0.406
Taro Hirose,DET,25,20212022,4,0.500,10.66,0.267,0.126
Lucas Raymond,DET,19,20212022,57,0.550,18.16,0.695,0.260
Alexis Lafrenière,NYR,19,20212022,31,0.520,14.00,0.392,0.144
Nicklas Backstrom,WSH,33,20212022,31,0.570,17.49,0.660,0.157
John Tavares,TOR,30,20212022,76,0.600,18.07,0.962,0.423
Auston Matthews,TOR,23,20212022,106,0.640,20.61,1.452,0.573
Erik Haula,BOS,30,20212022,44,0.520,15.09,0.564,0.206
Pierre Engvall,TOR,25,20212022,35,0.540,13.28,0.449,0.221
Matt Nieto,SJS,28,20212022,17,0.390,14.40,0.243,0.114
Andrew Ladd,UTA,35,20212022,12,0.460,14.12,0.235,0.166
Derek Stepan,CAR,31,20212022,19,0.530,10.80,0.328,0.184
Ross Colton,TBL,25,20212022,39,0.550,12.80,0.494,0.246
Jonah Gadjovich,SJS,22,20212022,3,0.420,8.76,0.070,0.117
Alex Tuch,BUF,25,20212022,38,0.550,18.41,0.760,0.329
Dylan Cozens,BUF,20,20212022,38,0.530,15.89,0.481,0.205
Nick Foligno,BOS,33,20212022,13,0.550,12.46,0.203,0.115
Tyler Pitlick,MTL,29,20212022,5,0.470,11.37,0.128,0.111
Drew O'Connor,PIT,23,20212022,5,0.600,10.28,0.227,0.171
Ryan Hartman,MIN,26,20212022,65,0.550,18.18,0.793,0.319
Ryan Nugent-Hopkins,EDM,28,20212022,50,0.530,19.32,0.794,0.240
Clayton Keller,UTA,23,20212022,63,0.490,20.14,0.940,0.306
Jakob Silfverberg,ANA,30,20212022,21,0.450,17.04,0.396,0.153
Zach Hyman,EDM,29,20212022,54,0.530,19.46,0.711,0.451
Alexander Radulov,DAL,35,20212022,22,0.550,14.10,0.310,0.204
Oskar Lindblom,PHI,25,20212022,26,0.450,13.80,0.329,0.162
Matthew Tkachuk,CGY,23,20212022,104,0.650,17.90,1.268,0.422
Connor Bunnaman,PHI,23,20212022,0,0.420,10.01,0.000,0.100
Seth Jarvis,CAR,19,20212022,40,0.570,13.88,0.588,0.212
Dawson Mercer,NJD,19,20212022,42,0.520,16.54,0.512,0.218
Jake Guentzel,PIT,26,20212022,84,0.590,20.10,1.105,0.491
Brad Marchand,BOS,33,20212022,80,0.630,19.25,1.143,0.379
Gregory Hofmann,CBJ,28,20212022,7,0.480,12.51,0.292,0.120
Valeri Nichushkin,COL,26,20212022,52,0.580,19.03,0.839,0.397
Rudolfs Balcers,SJS,24,20212022,23,0.460,15.04,0.377,0.161
Andrew Copp,NYR,27,20212022,53,0.540,19.18,0.736,0.323
Jasper Weatherby,SJS,23,20212022,11,0.470,11.24,0.220,0.104
Victor Olofsson,BUF,26,20212022,49,0.560,15.38,0.681,0.231
Laurent Dauphin,MTL,26,20212022,12,0.430,13.29,0.316,0.147
Jean-Gabriel Pageau,NYI,28,20212022,39,0.470,17.67,0.506,0.185
Mikael Granlund,NSH,29,20212022,64,0.510,20.41,0.800,0.183
Noah Cates,PHI,22,20212022,9,0.470,13.25,0.563,0.250
Trevor Moore,LAK,26,20212022,48,0.550,15.69,0.593,0.310
Viktor Arvidsson,LAK,28,20212022,49,0.610,16.98,0.742,0.388
Joe Pavelski,DAL,37,20212022,81,0.580,18.47,0.988,0.375
Jesper Bratt,NJD,23,20212022,73,0.590,17.43,0.961,0.252
Brady Tkachuk,OTT,21,20212022,67,0.580,18.80,0.848,0.424
David Kampf,TOR,26,20212022,26,0.450,15.27,0.317,0.152
Maxime Comtois,ANA,22,20212022,16,0.510,14.14,0.308,0.147
Vinnie Hinostroza,BUF,27,20212022,25,0.490,13.87,0.403,0.133
Nick Suzuki,MTL,22,20212022,61,0.510,20.51,0.744,0.229
Owen Tippett,PHI,22,20212022,21,0.570,13.42,0.333,0.218
Alex Galchenyuk,UTA,27,20212022,21,0.430,13.15,0.350,0.162
Noel Acciari,FLA,29,20212022,8,0.500,11.98,0.400,0.237
Cole Caufield,MTL,20,20212022,43,0.540,16.68,0.642,0.235
Tyler Bozak,STL,35,20212022,12,0.440,12.16,0.240,0.074
Givani Smith,DET,23,20212022,7,0.460,8.60,0.152,0.091
Tomas Hertl,SJS,27,20212022,64,0.510,19.94,0.780,0.354
Mathieu Perreault,MTL,33,20212022,9,0.490,11.25,0.360,0.145
Tanner Pearson,VAN,29,20212022,34,0.550,16.05,0.500,0.242
Brayden Point,TBL,25,20212022,58,0.580,19.46,0.879,0.400
Jesper Boqvist,NJD,22,20212022,23,0.490,13.13,0.411,0.140
Nathan MacKinnon,COL,26,20212022,88,0.610,21.06,1.354,0.436
Julien Gauthier,NYR,23,20212022,7,0.480,10.31,0.143,0.212
Jack Studnicka,BOS,22,20212022,3,0.520,12.60,0.200,0.116
Brandon Saad,STL,28,20212022,49,0.510,16.27,0.628,0.266
Logan Shaw,OTT,28,20212022,3,0.370,9.38,0.176,0.083
Mike Hardman,CHI,22,20212022,2,0.400,9.30,0.095,0.079
Jamie Benn,DAL,32,20212022,46,0.490,16.75,0.561,0.288
Blake Wheeler,WPG,35,20212022,60,0.550,19.54,0.923,0.324
Brad Richardson,VAN,36,20212022,8,0.420,10.30,0.182,0.079
Alexander Barabanov,SJS,27,20212022,39,0.500,17.18,0.557,0.163
Colton Sceviour,EDM,32,20212022,5,0.430,9.47,0.143,0.088
Jeff Carter,PIT,36,20212022,45,0.500,17.67,0.592,0.296
Sam Bennett,FLA,25,20212022,49,0.600,16.94,0.690,0.381
Kirby Dach,CHI,20,20212022,26,0.490,18.04,0.371,0.182
Andreas Johnsson,NJD,26,20212022,35,0.520,14.36,0.493,0.180
Lars Eller,WSH,32,20212022,31,0.490,16.12,0.431,0.150
Sebastian Aho,CAR,24,20212022,81,0.590,18.95,1.025,0.476
Brock McGinn,PIT,27,20212022,22,0.410,15.00,0.344,0.196
Nate Thompson,PHI,36,20212022,3,0.350,11.97,0.091,0.093
Johnny Gaudreau,CGY,28,20212022,115,0.630,18.57,1.402,0.341
Nick Bjugstad,MIN,29,20212022,13,0.480,10.26,0.228,0.178
Tanner Kero,DAL,29,20212022,3,0.430,9.56,0.130,0.050
Leon Draisaitl,EDM,25,20212022,110,0.570,22.35,1.375,0.532
Adam Erne,DET,26,20212022,19,0.450,13.39,0.241,0.136
Gabriel Landeskog,COL,28,20212022,59,0.630,20.32,1.157,0.428
Reese Johnson,CHI,23,20212022,6,0.350,8.81,0.162,0.046
Colton Sissons,NSH,27,20212022,28,0.410,16.16,0.354,0.157
Brett Howden,VGK,23,20212022,20,0.470,10.66,0.426,0.135
Kieffer Bellows,NYI,23,20212022,19,0.490,11.86,0.422,0.139
Mikko Rantanen,COL,24,20212022,92,0.620,20.97,1.227,0.409
Zack MacEwen,PHI,25,20212022,9,0.430,9.66,0.120,0.116
Dylan Larkin,DET,25,20212022,69,0.540,19.66,0.972,0.331
Anton Lundell,FLA,19,20212022,44,0.500,15.74,0.677,0.244
Drake Batherson,OTT,23,20212022,44,0.550,18.93,0.957,0.253
Brayden Schenn,STL,30,20212022,58,0.510,17.78,0.935,0.289
Kyle Turris,EDM,32,20212022,4,0.500,8.62,0.174,0.067
Filip Forsberg,NSH,27,20212022,84,0.600,18.10,1.217,0.390
Carl Grundstrom,LAK,23,20212022,15,0.530,10.89,0.278,0.163
David Perron,STL,33,20212022,57,0.580,16.99,0.851,0.274
Oliver Wahlstrom,NYI,21,20212022,24,0.520,12.06,0.329,0.221
Kole Lind,SEA,22,20212022,8,0.510,11.83,0.348,0.116
Patric Hornqvist,FLA,34,20212022,28,0.620,12.69,0.431,0.254
Emil Bemstrom,CBJ,22,20212022,11,0.540,10.52,0.268,0.131
Dominik Simon,ANA,27,20212022,13,0.550,10.29,0.181,0.108
Jack Eichel,VGK,24,20212022,25,0.570,19.39,0.735,0.330
Brendan Gaunce,CBJ,27,20212022,7,0.520,8.10,0.233,0.155
Blake Coleman,CGY,29,20212022,33,0.550,14.82,0.407,0.257
Sidney Crosby,PIT,34,20212022,84,0.600,19.97,1.217,0.377
Brock Boeser,VAN,24,20212022,46,0.600,18.57,0.648,0.356
Peyton Krebs,BUF,20,20212022,22,0.520,14.58,0.386,0.085
Ryan Dzingel,SJS,29,20212022,8,0.430,13.71,0.250,0.121
Wayne Simmonds,TOR,33,20212022,16,0.500,9.33,0.222,0.143
Max Domi,CAR,26,20212022,39,0.530,13.04,0.542,0.157
Luke Kunin,NSH,23,20212022,22,0.440,13.83,0.268,0.187
Nick Schmaltz,UTA,25,20212022,59,0.500,18.25,0.937,0.227
Jacob Peterson,DAL,22,20212022,17,0.480,11.06,0.262,0.152
Ryan Reaves,NYR,34,20212022,13,0.390,10.65,0.188,0.068
Nikolaj Ehlers,WPG,25,20212022,55,0.580,18.07,0.887,0.366
Parker Kelly,OTT,22,20212022,12,0.410,10.58,0.293,0.138
Mark Jankowski,BUF,27,20212022,5,0.390,13.64,0.263,0.094
Scott Laughton,PHI,27,20212022,30,0.450,16.42,0.448,0.216
Teddy Blueger,PIT,27,20212022,28,0.430,15.02,0.431,0.145
J.T. Compher,COL,26,20212022,33,0.490,16.32,0.471,0.238
Ryan Johansen,NSH,29,20212022,63,0.570,16.57,0.797,0.206
Sam Carrick,ANA,29,20212022,19,0.440,11.47,0.297,0.130
Ondrej Palat,TBL,30,20212022,49,0.540,16.49,0.636,0.239
Filip Zadina,DET,21,20212022,24,0.520,14.18,0.324,0.209
Nick Bonino,SJS,33,20212022,26,0.430,16.70,0.325,0.173
Dominik Kubalik,CHI,26,20212022,32,0.500,14.52,0.410,0.243
MacKenzie Entwistle,CHI,22,20212022,12,0.390,10.25,0.218,0.084
Egor Chinakhov,CBJ,20,20212022,14,0.500,12.50,0.226,0.119
Michael McLeod,NJD,23,20212022,20,0.420,13.33,0.260,0.091
Gerry Mayhew,ANA,28,20212022,12,0.500,13.18,0.300,0.165
Mathew Barzal,NYI,24,20212022,59,0.550,18.02,0.808,0.214
Justin Danforth,CBJ,28,20212022,14,0.510,12.57,0.311,0.192
Klim Kostin,STL,22,20212022,9,0.470,9.02,0.225,0.069
Cole Perfetti,WPG,19,20212022,7,0.570,14.15,0.389,0.160
Liam O'Brien,UTA,27,20212022,3,0.400,9.48,0.077,0.102
Anton Blidh,BOS,26,20212022,9,0.370,10.73,0.281,0.080
Ryan Lomberg,FLA,26,20212022,18,0.530,11.41,0.327,0.170
Ryan Reaves,MIN,35,20222023,15,0.450,9.32,0.205,0.092
Robby Fabbri,DET,26,20222023,16,0.460,16.00,0.571,0.243
Michael Bunting,TOR,26,20222023,49,0.550,15.80,0.598,0.342
Alex Iafallo,LAK,28,20222023,36,0.510,16.30,0.610,0.249
Jonathan Toews,CHI,34,20222023,31,0.490,17.71,0.585,0.241
Mason Appleton,WPG,26,20222023,16,0.460,16.02,0.390,0.183
Adam Henrique,ANA,32,20222023,38,0.470,18.18,0.613,0.301
Morgan Frost,PHI,23,20222023,46,0.510,16.34,0.568,0.223
Noel Acciari,TOR,30,20222023,23,0.400,14.31,0.299,0.222
Danton Heinen,PIT,27,20222023,22,0.530,10.76,0.338,0.153
Marcus Johansson,MIN,31,20222023,46,0.560,16.49,0.575,0.184
Zemgus Girgensons,BUF,28,20222023,18,0.450,12.98,0.225,0.169
Kent Johnson,CBJ,19,20222023,40,0.510,14.52,0.506,0.158
Jonathan Drouin,MTL,27,20222023,29,0.510,14.91,0.500,0.130
Dominik Kubalik,DET,27,20222023,45,0.530,14.91,0.556,0.290
Brandon Duhaime,MIN,25,20222023,10,0.460,10.76,0.196,0.190
Brett Ritchie,UTA,29,20222023,13,0.530,10.05,0.260,0.104
Juuso Parssinen,NSH,21,20222023,25,0.520,14.33,0.556,0.190
Travis Boyd,UTA,29,20222023,34,0.450,16.53,0.415,0.170
Kyle Okposo,BUF,34,20222023,28,0.500,14.67,0.373,0.205
Lars Eller,COL,33,20222023,23,0.470,14.79,0.274,0.157
Marco Rossi,MIN,20,20222023,1,0.470,12.52,0.053,0.086
Ryan Johansen,NSH,30,20222023,28,0.600,15.76,0.509,0.290
Ryan Poehling,PIT,23,20222023,14,0.420,11.77,0.264,0.160
Anthony Beauvillier,VAN,25,20222023,40,0.530,16.27,0.488,0.228
Karson Kuhlman,WPG,26,20222023,7,0.460,11.84,0.149,0.145
Craig Smith,WSH,33,20222023,16,0.500,11.00,0.250,0.168
Nico Sturm,SJS,27,20222023,26,0.430,14.73,0.351,0.178
Erik Haula,NJD,31,20222023,41,0.520,16.63,0.513,0.276
Carl Grundstrom,LAK,24,20222023,19,0.500,10.75,0.333,0.169
Alex Ovechkin,WSH,36,20222023,75,0.590,20.20,1.027,0.512
Kasperi Kapanen,STL,26,20222023,34,0.490,13.68,0.515,0.146
Kaapo Kakko,NYR,21,20222023,40,0.530,15.31,0.488,0.198
