PLAYER_NAME,PRIMARY_TEAM,AGE,SEASON,POINTS,CORSI_PCT,TOI_PER_GAME,PPG,XG_PER_GAME
Parker Kelly,COL,25,20242025,19,0.460,12.74,0.238,0.127
Maksim Tsyplakov,NYI,25,20242025,35,0.550,14.97,0.455,0.212
Akil Thomas,LAK,24,20242025,3,0.480,9.91,0.120,0.108
Colin Blackwell,DAL,31,20242025,17,0.450,11.56,0.270,0.106
Juraj Slafkovský,MTL,20,20242025,51,0.560,17.35,0.646,0.259
Nikolaj Ehlers,WPG,28,20242025,63,0.580,15.79,0.913,0.287
Evan Rodrigues,FLA,31,20242025,32,0.600,15.22,0.390,0.209
Trent Frederic,EDM,26,20242025,15,0.480,13.72,0.259,0.167
Jake Guentzel,TBL,29,20242025,80,0.580,19.99,1.000,0.434
Sean Monahan,CBJ,29,20242025,57,0.560,19.01,1.056,0.348
Jakob Pelletier,PHI,23,20242025,19,0.490,11.56,0.388,0.139
Jack Eichel,VGK,27,20242025,94,0.530,20.53,1.221,0.342
Shane Pinto,OTT,23,20242025,37,0.470,17.56,0.529,0.350
Evgeni Malkin,PIT,38,20242025,50,0.550,17.79,0.735,0.277
Jason Robertson,DAL,25,20242025,80,0.570,17.79,0.976,0.284
Steven Stamkos,NSH,34,20242025,53,0.580,18.00,0.646,0.276
Chandler Stephenson,SEA,30,20242025,51,0.460,19.51,0.654,0.109
Nikita Kucherov,TBL,31,20242025,121,0.590,21.19,1.551,0.347
Ross Colton,COL,28,20242025,29,0.560,14.42,0.475,0.299
Zachary Bolduc,STL,21,20242025,36,0.550,12.81,0.500,0.176
Jesperi Kotkaniemi,CAR,24,20242025,33,0.610,14.06,0.423,0.180
Marc Gatcomb,NYI,25,20242025,9,0.480,9.79,0.231,0.118
Clayton Keller,UTA,26,20242025,90,0.600,19.12,1.111,0.369
Mark Scheifele,WPG,31,20242025,87,0.530,20.44,1.061,0.352
Nick Cousins,OTT,31,20242025,15,0.520,11.90,0.300,0.153
Seth Jarvis,CAR,22,20242025,67,0.610,19.36,0.918,0.422
Emil Heineman,MTL,22,20242025,18,0.520,11.39,0.290,0.126
Auston Matthews,TOR,26,20242025,78,0.540,20.47,1.164,0.613
Jimmy Vesey,COL,31,20242025,8,0.480,10.65,0.186,0.081
J.T. Compher,DET,29,20242025,32,0.430,16.68,0.421,0.205
Pierre-Luc Dubois,WSH,26,20242025,66,0.560,17.30,0.805,0.279
Peyton Krebs,BUF,23,20242025,28,0.480,13.93,0.346,0.129
Erik Haula,NJD,33,20242025,21,0.480,14.70,0.304,0.203
Marco Rossi,MIN,22,20242025,60,0.550,18.25,0.732,0.259
Mikko Rantanen,DAL,27,20242025,88,0.600,21.25,1.073,0.442
Blake Lizotte,PIT,26,20242025,20,0.430,12.72,0.339,0.122
Brock McGinn,ANA,30,20242025,8,0.370,11.71,0.308,0.175
Alexander Wennberg,SJS,29,20242025,35,0.510,18.86,0.455,0.165
Rickard Rakell,PIT,31,20242025,70,0.570,19.30,0.864,0.392
Marcus Foligno,MIN,33,20242025,29,0.490,14.48,0.377,0.232
Josh Doan,UTA,22,20242025,19,0.600,13.52,0.373,0.280
Olle Lycksell,PHI,25,20242025,5,0.540,11.89,0.263,0.087
Jonathan Drouin,COL,29,20242025,37,0.650,18.18,0.860,0.168
Vasily Podkolzin,EDM,23,20242025,24,0.550,13.22,0.293,0.174
Joel Farabee,CGY,24,20242025,25,0.520,14.91,0.309,0.265
Nick Suzuki,MTL,25,20242025,89,0.560,20.06,1.085,0.238
Alex Ovechkin,WSH,38,20242025,73,0.580,17.72,1.123,0.478
Sidney Crosby,PIT,37,20242025,91,0.570,20.37,1.138,0.378
Michael McCarron,NSH,29,20242025,14,0.420,13.76,0.189,0.143
Tanner Jeannot,LAK,27,20242025,13,0.500,11.02,0.194,0.131
Kyle MacLean,NYI,25,20242025,11,0.440,9.96,0.136,0.070
Kevin Fiala,LAK,28,20242025,60,0.620,18.51,0.741,0.352
Alexandre Texier,STL,25,20242025,11,0.480,12.49,0.355,0.122
Jack McBain,UTA,24,20242025,27,0.470,13.57,0.329,0.150
Noah Cates,PHI,25,20242025,37,0.470,15.88,0.474,0.233
Nicolas Aube-Kubel,NYR,28,20242025,2,0.490,9.42,0.091,0.115
Colton Sissons,NSH,30,20242025,21,0.440,14.36,0.292,0.151
Tomas Nosek,FLA,32,20242025,9,0.530,9.82,0.153,0.128
Tyson Jost,CAR,26,20242025,9,0.610,10.37,0.231,0.108
John Beecher,BOS,23,20242025,11,0.390,11.28,0.141,0.095
Dylan Larkin,DET,28,20242025,70,0.560,20.07,0.854,0.414
Patrik Laine,MTL,26,20242025,33,0.520,14.31,0.635,0.228
Matthew Knies,TOR,21,20242025,58,0.520,18.52,0.744,0.349
Patrick Giles,SJS,24,20242025,1,0.400,9.23,0.059,0.082
Artemi Panarin,NYR,32,20242025,89,0.610,19.68,1.113,0.317
Warren Foegele,LAK,28,20242025,46,0.540,16.17,0.561,0.318
Adrian Kempe,LAK,28,20242025,73,0.540,19.16,0.901,0.365
Travis Konecny,PHI,27,20242025,76,0.520,20.60,0.927,0.302
Colton Dach,CHI,21,20242025,7,0.430,12.13,0.280,0.150
David Perron,OTT,36,20242025,16,0.560,14.02,0.372,0.228
Dylan Strome,WSH,27,20242025,82,0.570,17.38,1.000,0.254
Josh Norris,BUF,25,20242025,35,0.510,18.35,0.625,0.238
Mackie Samoskevich,FLA,21,20242025,31,0.610,13.32,0.431,0.241
Marat Khusnutdinov,BOS,22,20242025,12,0.410,12.09,0.160,0.060
Brandon Tanev,WPG,32,20242025,22,0.380,13.23,0.278,0.167
Juha Jaaska,CAR,26,20242025,4,0.630,8.93,0.222,0.112
Patrick Brown,BOS,32,20242025,1,0.400,10.57,0.067,0.069
Calle Jarnkrok,TOR,32,20242025,7,0.340,13.23,0.368,0.105
Nils Hoglander,VAN,23,20242025,25,0.520,12.13,0.347,0.155
Timo Meier,NJD,27,20242025,53,0.580,17.86,0.663,0.375
Bryan Rust,PIT,32,20242025,65,0.510,19.75,0.915,0.394
Lucas Raymond,DET,22,20242025,80,0.570,18.78,0.976,0.301
Chris Wagner,COL,33,20242025,1,0.460,7.10,0.036,0.095
Matt Coronato,CGY,21,20242025,47,0.580,17.58,0.610,0.255
Phillip Di Giuseppe,VAN,30,20242025,6,0.490,11.57,0.300,0.094
Adam Lowry,WPG,31,20242025,34,0.450,15.43,0.466,0.235
Andrew Mangiapane,WSH,28,20242025,28,0.550,13.03,0.346,0.178
Teuvo Teravainen,CHI,30,20242025,58,0.500,17.07,0.707,0.137
Craig Smith,DET,35,20242025,18,0.460,11.34,0.305,0.132
J.T. Miller,NYR,31,20242025,70,0.550,18.20,0.972,0.297
Eeli Tolvanen,SEA,25,20242025,35,0.480,14.32,0.432,0.198
David Kampf,TOR,29,20242025,13,0.390,12.39,0.220,0.098
Morgan Barron,WPG,25,20242025,15,0.460,10.38,0.203,0.166
Anders Lee,NYI,34,20242025,54,0.570,17.06,0.659,0.424
Jake Neighbours,STL,22,20242025,46,0.520,15.89,0.561,0.234
Michael Pezzetta,MTL,26,20242025,0,0.520,5.93,0.000,0.073
Casey Mittelstadt,BOS,25,20242025,40,0.540,17.06,0.494,0.176
Tye Kartye,SEA,23,20242025,13,0.460,9.68,0.206,0.088
Nino Niederreiter,WPG,32,20242025,37,0.530,14.85,0.451,0.273
Mathieu Joseph,STL,27,20242025,14,0.470,11.91,0.233,0.130
Alex Tuch,BUF,28,20242025,67,0.510,19.25,0.817,0.389
Nicolas Roy,VGK,27,20242025,31,0.500,15.22,0.437,0.218
Josh Anderson,MTL,30,20242025,27,0.410,14.32,0.333,0.212
Joey Anderson,CHI,26,20242025,1,0.390,12.39,0.056,0.094
Trevor Lewis,LAK,37,20242025,12,0.440,10.22,0.200,0.095
Bobby McMann,TOR,28,20242025,34,0.510,14.50,0.459,0.230
Matty Beniers,SEA,21,20242025,43,0.530,18.69,0.524,0.216
Morgan Geekie,BOS,26,20242025,57,0.550,16.92,0.740,0.265
Dakota Joshua,VAN,28,20242025,14,0.460,12.96,0.246,0.188
Sam Lafferty,BUF,29,20242025,7,0.450,9.88,0.117,0.075
Mitchell Stephens,SEA,27,20242025,3,0.370,9.23,0.107,0.072
Patrick Kane,DET,35,20242025,59,0.550,17.98,0.819,0.263
John Tavares,TOR,33,20242025,74,0.530,18.23,0.987,0.432
Tom Wilson,WSH,30,20242025,65,0.540,18.73,0.802,0.358
Jordan Kyrou,STL,26,20242025,70,0.570,17.48,0.854,0.310
James van Riemsdyk,CBJ,35,20242025,36,0.520,12.40,0.507,0.189
Jordan Staal,CAR,36,20242025,36,0.530,15.44,0.480,0.198
Gabriel Vilardi,WPG,25,20242025,61,0.550,18.14,0.859,0.305
A.J. Greer,FLA,27,20242025,17,0.520,9.59,0.210,0.138
Jesse Puljujarvi,FLA,26,20242025,10,0.540,11.78,0.323,0.164
Mark Stone,VGK,32,20242025,67,0.550,19.25,1.015,0.298
Conor Geekie,TBL,20,20242025,14,0.520,12.33,0.269,0.139
Jere Innala,COL,26,20242025,0,0.460,7.15,0.000,0.095
Justin Danforth,CBJ,31,20242025,21,0.430,14.38,0.344,0.215
Zach Benson,BUF,19,20242025,28,0.570,14.82,0.373,0.235
Michael Eyssimont,SEA,28,20242025,16,0.520,10.61,0.208,0.188
Martin Necas,COL,25,20242025,83,0.650,19.00,1.051,0.292
Ty Dellandrea,SJS,24,20242025,8,0.380,11.80,0.118,0.113
Stefan Noesen,NJD,31,20242025,41,0.590,15.93,0.526,0.366
Logan Cooley,UTA,20,20242025,65,0.520,17.86,0.867,0.269
Samuel Helenius,LAK,21,20242025,7,0.470,8.65,0.140,0.074
Oliver Kapanen,MTL,21,20242025,2,0.460,10.89,0.111,0.094
Connor Zary,CGY,22,20242025,27,0.570,16.07,0.500,0.261
Nathan Walker,STL,30,20242025,16,0.440,12.11,0.219,0.108
Connor Dewar,PIT,25,20242025,10,0.390,11.56,0.208,0.152
Connor Bedard,CHI,19,20242025,67,0.490,20.29,0.817,0.233
Nic Dowd,WSH,34,20242025,27,0.400,15.18,0.329,0.170
Sam Bennett,FLA,28,20242025,51,0.610,17.45,0.671,0.432
Jackson Blake,CAR,21,20242025,34,0.660,13.85,0.425,0.292
Jiri Kulich,BUF,20,20242025,24,0.540,14.79,0.387,0.255
Cole Smith,NSH,28,20242025,12,0.430,13.61,0.169,0.121
Juuso Parssinen,NYR,23,20242025,16,0.470,10.54,0.333,0.078
Sam Carrick,NYR,32,20242025,20,0.430,11.93,0.250,0.130
Pavel Buchnevich,STL,29,20242025,57,0.520,19.03,0.750,0.280
Casey Cizikas,NYI,33,20242025,17,0.470,13.04,0.207,0.143
Anthony Richard,PHI,27,20242025,6,0.530,12.36,0.400,0.121
Vincent Trocheck,NYR,31,20242025,59,0.550,21.10,0.720,0.355
Artturi Lehkonen,COL,29,20242025,45,0.580,20.38,0.652,0.399
Yakov Trenin,MIN,27,20242025,15,0.430,12.52,0.197,0.152
Sam Steel,DAL,26,20242025,25,0.470,14.14,0.316,0.109
Ryan McLeod,BUF,24,20242025,53,0.460,16.83,0.671,0.212
Andrei Kuzmenko,LAK,28,20242025,37,0.590,15.63,0.561,0.173
Matt Duchene,DAL,33,20242025,82,0.550,17.14,1.000,0.259
Thomas Novak,PIT,27,20242025,22,0.590,13.23,0.407,0.190
Nathan MacKinnon,COL,29,20242025,116,0.640,22.78,1.468,0.374
Elias Pettersson,VAN,25,20242025,45,0.540,18.66,0.703,0.203
Pontus Holmberg,TOR,25,20242025,19,0.450,12.66,0.279,0.152
Mitch Marner,TOR,27,20242025,102,0.510,21.32,1.259,0.293
Kevin Rooney,CGY,31,20242025,10,0.390,9.42,0.143,0.096
Brock Boeser,VAN,27,20242025,50,0.560,18.16,0.667,0.254
Yanni Gourde,TBL,32,20242025,31,0.500,16.05,0.544,0.230
Bo Horvat,NYI,29,20242025,57,0.540,20.17,0.704,0.325
Justin Dowling,NJD,33,20242025,7,0.470,10.22,0.135,0.086
Justin Brazeau,MIN,26,20242025,22,0.510,11.86,0.289,0.168
Landon Slaggert,CHI,22,20242025,6,0.400,12.31,0.182,0.158
David Gustafsson,WPG,24,20242025,6,0.500,8.98,0.167,0.109
Filip Forsberg,NSH,30,20242025,76,0.590,18.63,0.927,0.394
Tage Thompson,BUF,26,20242025,72,0.570,18.76,0.947,0.322
Nazem Kadri,CGY,33,20242025,67,0.580,19.35,0.817,0.347
Oliver Wahlstrom,BOS,24,20242025,6,0.460,10.23,0.140,0.095
Philip Tomasino,PIT,23,20242025,24,0.560,13.07,0.393,0.174
Martin Pospisil,CGY,24,20242025,25,0.560,13.81,0.309,0.165
Bobby Brink,PHI,23,20242025,41,0.540,14.83,0.519,0.177
Liam O'Brien,UTA,30,20242025,2,0.490,9.30,0.071,0.165
Max Pacioretty,TOR,35,20242025,13,0.520,13.50,0.351,0.239
Ryan Strome,ANA,31,20242025,41,0.540,16.68,0.500,0.234
Brayden Point,TBL,28,20242025,82,0.570,19.48,1.065,0.403
Garnet Hathaway,PHI,32,20242025,21,0.410,11.86,0.313,0.130
Max Sasson,VAN,24,20242025,7,0.460,10.33,0.241,0.117
Cutter Gauthier,ANA,20,20242025,44,0.500,14.16,0.537,0.225
Joel Kiviranta,COL,28,20242025,23,0.470,12.52,0.291,0.163
Anthony Beauvillier,WSH,27,20242025,25,0.510,12.87,0.309,0.240
Egor Chinakhov,CBJ,23,20242025,15,0.570,15.72,0.500,0.216
Jack Quinn,BUF,22,20242025,39,0.530,14.86,0.527,0.176
Macklin Celebrini,SJS,18,20242025,63,0.560,19.79,0.900,0.333
Mikael Pyyhtia,CBJ,22,20242025,7,0.400,12.10,0.149,0.059
Kyle Connor,WPG,27,20242025,97,0.530,20.39,1.183,0.368
Nicholas Robertson,TOR,23,20242025,22,0.520,12.00,0.319,0.154
Kent Johnson,CBJ,21,20242025,57,0.570,17.29,0.838,0.212
Corey Perry,EDM,39,20242025,30,0.590,11.94,0.370,0.212
Zach Aston-Reese,CBJ,30,20242025,17,0.440,13.44,0.215,0.166
Jean-Gabriel Pageau,NYI,31,20242025,42,0.500,17.00,0.532,0.261
Quinton Byfield,LAK,22,20242025,54,0.570,18.62,0.667,0.273
Jordan Greenway,BUF,27,20242025,8,0.440,15.07,0.235,0.151
Claude Giroux,OTT,36,20242025,50,0.530,18.21,0.617,0.174
Oliver Bjorkstrand,TBL,29,20242025,46,0.570,15.15,0.582,0.213
Carl Grundstrom,SJS,26,20242025,9,0.480,9.60,0.161,0.134
William Nylander,TOR,28,20242025,84,0.550,19.51,1.024,0.380
Jonatan Berggren,DET,24,20242025,24,0.480,12.98,0.320,0.153
Robby Fabbri,ANA,28,20242025,16,0.430,16.20,0.364,0.180
Isac Lundeström,ANA,24,20242025,15,0.340,13.55,0.190,0.109
Alex Turcotte,LAK,23,20242025,25,0.560,11.74,0.368,0.176
Ryan O'Reilly,NSH,33,20242025,53,0.590,18.99,0.671,0.364
Fraser Minten,BOS,20,20242025,5,0.450,13.02,0.238,0.156
Nico Hischier,NJD,25,20242025,69,0.570,20.39,0.920,0.467
Philipp Kurashev,CHI,24,20242025,14,0.440,13.72,0.275,0.125
William Carrier,CAR,29,20242025,11,0.600,11.73,0.256,0.195
Ethen Frank,WSH,26,20242025,7,0.540,10.82,0.292,0.121
Oskar Sundqvist,STL,30,20242025,20,0.470,13.21,0.299,0.116
Andre Lee,LAK,24,20242025,3,0.510,9.17,0.158,0.161
Vinnie Hinostroza,MIN,30,20242025,10,0.540,13.02,0.263,0.235
Cole Perfetti,WPG,22,20242025,50,0.560,15.19,0.610,0.246
Cody Glass,NJD,25,20242025,22,0.510,13.66,0.338,0.155
Andre Burakovsky,SEA,29,20242025,37,0.520,14.42,0.468,0.149
Chris Kreider,NYR,33,20242025,30,0.540,16.75,0.441,0.361
Lawson Crouse,UTA,27,20242025,18,0.530,13.73,0.222,0.197
Kevin Hayes,PIT,32,20242025,23,0.570,12.05,0.359,0.208
Vladislav Namestnikov,WPG,31,20242025,38,0.530,15.09,0.487,0.221
Mattias Janmark,EDM,31,20242025,18,0.430,13.30,0.225,0.111
Nikita Nesterenko,ANA,23,20242025,6,0.450,10.32,0.300,0.142
Matt Martin,NYI,35,20242025,2,0.380,8.55,0.063,0.073
Troy Terry,ANA,27,20242025,55,0.550,18.85,0.714,0.318
Daniel Sprong,NJD,27,20242025,7,0.560,12.20,0.233,0.118
Vinni Lettieri,BOS,29,20242025,5,0.500,13.52,0.192,0.213
Ross Johnston,ANA,30,20242025,4,0.420,8.69,0.093,0.035
Rasmus Kupari,WPG,24,20242025,8,0.440,10.26,0.136,0.101
Conor Garland,VAN,28,20242025,50,0.550,18.65,0.617,0.278
Brad Marchand,FLA,36,20242025,51,0.560,18.32,0.718,0.412
Sam Colangelo,ANA,22,20242025,12,0.460,12.49,0.375,0.197
Ondrej Palat,NJD,33,20242025,28,0.500,13.75,0.364,0.175
Matt Rempe,NYR,22,20242025,8,0.430,8.51,0.190,0.109
Elmer Soderblom,DET,23,20242025,11,0.490,13.37,0.423,0.240
Sebastian Aho,CAR,27,20242025,74,0.630,20.10,0.937,0.315
Tyler Bertuzzi,CHI,29,20242025,46,0.510,16.00,0.561,0.304
Anton Lundell,FLA,22,20242025,45,0.540,16.71,0.570,0.240
Nick Schmaltz,UTA,28,20242025,63,0.590,18.59,0.768,0.320
Taylor Hall,CAR,32,20242025,42,0.540,15.17,0.545,0.203
Kaapo Kakko,SEA,23,20242025,44,0.530,15.62,0.557,0.200
Drew O'Connor,VAN,26,20242025,25,0.480,14.46,0.298,0.251
Matthew Tkachuk,FLA,26,20242025,57,0.660,18.23,1.096,0.467
Andrei Svechnikov,CAR,24,20242025,48,0.640,17.11,0.667,0.355
Noel Acciari,PIT,32,20242025,12,0.370,13.76,0.152,0.142
Teddy Blueger,VAN,30,20242025,26,0.420,14.32,0.317,0.169
Jonah Gadjovich,FLA,25,20242025,4,0.530,8.45,0.095,0.125
Drake Batherson,OTT,26,20242025,68,0.580,18.14,0.829,0.264
Cole Caufield,MTL,23,20242025,70,0.570,18.08,0.854,0.356
Alex Iafallo,WPG,30,20242025,31,0.490,13.28,0.378,0.177
Logan O'Connor,COL,28,20242025,21,0.480,14.12,0.263,0.150
Fabian Zetterlund,OTT,25,20242025,41,0.510,16.34,0.488,0.272
Brock Nelson,COL,32,20242025,56,0.520,18.91,0.700,0.278
Luke Kunin,CBJ,26,20242025,18,0.390,14.69,0.240,0.222
Jamie Benn,DAL,35,20242025,49,0.530,15.30,0.613,0.225
Hendrix Lapierre,WSH,22,20242025,8,0.520,9.80,0.296,0.111
Keegan Kolesar,VGK,27,20242025,30,0.490,13.19,0.366,0.136
Jonathan Marchessault,NSH,33,20242025,56,0.570,17.98,0.718,0.298
Brandon Saad,VGK,31,20242025,30,0.520,14.82,0.417,0.221
Reilly Smith,VGK,33,20242025,40,0.480,15.44,0.506,0.217
Dmitri Voronkov,CBJ,24,20242025,47,0.560,16.79,0.644,0.352
Will Cuylle,NYR,22,20242025,45,0.490,15.08,0.549,0.279
Ben Jones,MIN,25,20242025,0,0.390,8.38,0.000,0.078
Michael Carcone,UTA,28,20242025,19,0.550,11.43,0.358,0.140
Sam Reinhart,FLA,28,20242025,81,0.610,20.50,1.025,0.465
Jakub Lauko,BOS,24,20242025,11,0.370,10.71,0.196,0.081
Matthew Poitras,BOS,20,20242025,11,0.530,13.09,0.333,0.112
Taylor Raddysh,WSH,26,20242025,27,0.520,12.36,0.338,0.156
Luca Del Bel Belluz,CBJ,20,20242025,8,0.420,13.75,0.533,0.091
Joel Eriksson Ek,MIN,27,20242025,29,0.530,19.77,0.630,0.388
Christian Fischer,CBJ,27,20242025,7,0.400,11.11,0.152,0.081
Blake Coleman,CGY,32,20242025,39,0.510,17.68,0.476,0.318
Jordan Eberle,SEA,34,20242025,26,0.520,16.26,0.619,0.228
Charlie Coyle,COL,32,20242025,35,0.480,16.99,0.422,0.166
Brennan Othmann,NYR,21,20242025,2,0.530,9.97,0.091,0.098
Trevor Moore,LAK,29,20242025,40,0.530,16.88,0.563,0.274
Brady Tkachuk,OTT,24,20242025,55,0.600,18.24,0.764,0.510
Valeri Nichushkin,COL,29,20242025,34,0.570,19.74,0.791,0.434
Jaden Schwartz,SEA,32,20242025,49,0.560,17.88,0.605,0.371
Jeff Skinner,EDM,32,20242025,29,0.550,13.00,0.403,0.224
Nathan Bastian,NJD,26,20242025,10,0.470,10.94,0.169,0.126
Mark Jankowski,CAR,30,20242025,17,0.510,12.57,0.283,0.182
Patrick Maroon,CHI,36,20242025,19,0.470,11.54,0.279,0.143
Rodrigo Abols,PHI,28,20242025,5,0.480,9.19,0.227,0.163
Morgan Frost,CGY,25,20242025,37,0.560,15.76,0.457,0.198
Noah Philp,EDM,26,20242025,2,0.540,9.08,0.133,0.105
Fedor Svechkov,NSH,21,20242025,17,0.530,12.89,0.327,0.176
Jake Evans,MTL,28,20242025,36,0.400,15.55,0.439,0.179
Boone Jenner,CBJ,31,20242025,19,0.530,17.99,0.731,0.484
Nils Aman,VAN,24,20242025,6,0.470,10.48,0.316,0.074
Miles Wood,COL,29,20242025,8,0.490,11.35,0.216,0.185
Kirby Dach,MTL,23,20242025,22,0.500,15.67,0.386,0.191
Freddy Gaudreau,MIN,31,20242025,37,0.430,15.66,0.451,0.133
Derek Ryan,EDM,37,20242025,6,0.480,9.36,0.167,0.063
Dawson Mercer,NJD,22,20242025,36,0.490,17.88,0.439,0.292
Barrett Hayton,UTA,24,20242025,46,0.590,16.10,0.561,0.372
Wyatt Johnston,DAL,21,20242025,71,0.520,18.93,0.866,0.364
Alexey Toropchenko,STL,25,20242025,18,0.430,12.49,0.225,0.121
Zach Hyman,EDM,32,20242025,44,0.640,18.88,0.603,0.521
Tyler Motte,DET,29,20242025,9,0.400,11.31,0.164,0.155
Jack Drury,COL,24,20242025,18,0.550,12.92,0.250,0.146
Ryan Hartman,MIN,29,20242025,26,0.510,14.97,0.377,0.265
Brandon Hagel,TBL,26,20242025,90,0.550,20.74,1.098,0.397
Ryan Nugent-Hopkins,EDM,31,20242025,49,0.560,18.97,0.628,0.322
Connor McDavid,EDM,27,20242025,100,0.650,22.03,1.493,0.402
Luke Glendening,TBL,35,20242025,7,0.390,10.78,0.091,0.083
Adam Edstrom,NYR,23,20242025,9,0.450,9.27,0.176,0.139
Tyson Foerster,PHI,22,20242025,43,0.500,16.86,0.531,0.253
Tanner Pearson,VGK,32,20242025,27,0.470,11.79,0.346,0.183
Ivan Miroshnichenko,WSH,20,20242025,4,0.520,9.34,0.222,0.166
Brett Leason,ANA,25,20242025,17,0.390,12.98,0.274,0.127
Tyler Toffoli,SJS,32,20242025,54,0.590,16.93,0.692,0.351
Pierre Engvall,NYI,28,20242025,15,0.520,11.82,0.242,0.128
Collin Graf,SJS,21,20242025,11,0.420,15.86,0.333,0.128
Mikael Backlund,CGY,35,20242025,32,0.490,18.74,0.421,0.248
Justin Kirkland,CGY,28,20242025,8,0.380,9.70,0.381,0.062
Ridly Greig,OTT,22,20242025,34,0.480,17.08,0.436,0.238
Walker Duehr,SJS,26,20242025,3,0.430,8.80,0.125,0.085
Jake DeBrusk,VAN,27,20242025,48,0.540,16.65,0.585,0.359
Will Smith,SJS,19,20242025,45,0.520,15.85,0.608,0.182
Lars Eller,WSH,35,20242025,22,0.490,13.29,0.275,0.148
Mitchell Chaffee,TBL,26,20242025,18,0.490,12.04,0.273,0.152
Jack Roslovic,CAR,27,20242025,39,0.610,13.82,0.481,0.211
Matthew Highmore,OTT,28,20242025,6,0.400,11.17,0.146,0.115
Curtis Lazar,NJD,29,20242025,5,0.390,10.57,0.104,0.059
Aliaksei Protas,WSH,23,20242025,66,0.490,16.46,0.868,0.286
Dylan Cozens,OTT,23,20242025,47,0.540,17.06,0.573,0.279
Liam Ohgren,MIN,20,20242025,5,0.460,11.11,0.208,0.120
Paul Cotter,NJD,24,20242025,22,0.520,13.08,0.278,0.164
Adam Klapka,CGY,24,20242025,10,0.490,9.65,0.323,0.156
Marcus Johansson,MIN,33,20242025,34,0.510,16.38,0.472,0.173
Kevin Stenlund,UTA,27,20242025,28,0.410,14.35,0.341,0.152
Ilya Mikheyev,CHI,29,20242025,34,0.440,15.68,0.425,0.204
Hudson Fasching,NYI,29,20242025,4,0.540,11.08,0.093,0.130
Mathew Barzal,NYI,27,20242025,20,0.630,20.35,0.667,0.273
Viktor Arvidsson,EDM,31,20242025,27,0.570,15.00,0.403,0.241
Jesper Bratt,NJD,26,20242025,88,0.580,18.95,1.086,0.323
Tomas Hertl,VGK,30,20242025,61,0.600,17.12,0.836,0.452
Pius Suter,VAN,28,20242025,46,0.480,17.34,0.568,0.245
Jesper Boqvist,FLA,25,20242025,23,0.480,13.25,0.295,0.135
Brandon Duhaime,WSH,27,20242025,21,0.410,13.34,0.256,0.159
Mats Zuccarello,MIN,37,20242025,54,0.550,19.66,0.783,0.227
Zachary L'Heureux,NSH,21,20242025,15,0.500,12.04,0.242,0.189
Max Domi,TOR,29,20242025,33,0.500,14.17,0.446,0.119
Linus Karlsson,VAN,24,20242025,6,0.540,10.93,0.261,0.254
Brett Berard,NYR,22,20242025,10,0.460,10.71,0.286,0.145
Kurtis MacDermid,NJD,30,20242025,0,0.370,5.78,0.000,0.040
Eetu Luostarinen,FLA,26,20242025,24,0.490,15.29,0.300,0.173
Klim Kostin,SJS,25,20242025,7,0.460,10.68,0.200,0.116
Robert Thomas,STL,25,20242025,81,0.530,19.96,1.157,0.241
Cole Reinhardt,OTT,24,20242025,2,0.440,8.20,0.118,0.082
Tyler Seguin,DAL,32,20242025,21,0.580,16.15,1.050,0.411
Andrew Copp,DET,30,20242025,23,0.460,14.70,0.411,0.220
Mark Kastelic,BOS,25,20242025,14,0.430,10.74,0.230,0.102
Jack Hughes,NJD,23,20242025,70,0.620,20.90,1.129,0.410
Nico Sturm,FLA,29,20242025,14,0.440,10.41,0.226,0.110
Devin Shore,MIN,30,20242025,5,0.400,8.65,0.091,0.076
Mavrik Bourque,DAL,22,20242025,25,0.520,12.68,0.342,0.175
Jonathan Huberdeau,CGY,31,20242025,62,0.550,19.54,0.765,0.313
Alex Killorn,ANA,35,20242025,37,0.500,17.28,0.451,0.193
Mason McTavish,ANA,21,20242025,52,0.510,16.88,0.684,0.334
Matvei Michkov,PHI,19,20242025,63,0.550,16.68,0.788,0.296
Logan Stankoven,CAR,21,20242025,38,0.590,15.09,0.487,0.288
Tomas Tatar,NJD,33,20242025,17,0.540,11.10,0.230,0.117
Lukas Reichel,CHI,22,20242025,22,0.430,11.91,0.314,0.097
Gustav Nyquist,MIN,35,20242025,28,0.550,16.85,0.354,0.209
Ryan Lomberg,CGY,29,20242025,13,0.460,8.66,0.163,0.072
Adam Gaudette,OTT,27,20242025,26,0.560,10.42,0.321,0.146
Mason Appleton,WPG,28,20242025,22,0.480,14.83,0.310,0.153
Ryan Donato,CHI,28,20242025,62,0.500,16.31,0.775,0.259
Alexander Kerfoot,UTA,30,20242025,28,0.460,15.25,0.346,0.200
Connor McMichael,WSH,23,20242025,57,0.520,16.81,0.695,0.325
Elias Lindholm,BOS,29,20242025,47,0.520,18.08,0.573,0.307
Beck Malenstyn,BUF,26,20242025,10,0.410,10.53,0.132,0.093
Dylan Guenther,UTA,21,20242025,60,0.590,17.00,0.857,0.340
Shane Wright,SEA,20,20242025,44,0.530,14.07,0.557,0.217
Alexander Holtz,VGK,22,20242025,12,0.490,11.58,0.226,0.148
Kyle Palmieri,NYI,33,20242025,48,0.500,18.52,0.585,0.287
Frank Nazar,CHI,20,20242025,26,0.450,15.87,0.491,0.250
Yegor Sharangovich,CGY,26,20242025,32,0.560,16.66,0.438,0.243
